row,plc,horseno,horse,jockey,trainer,actualwt,declarwt,draw,finishtime,winodds,date,raceno,class,distance
9,10,9,RIGHT CALL(V024),J Moreira,J Size,121,1109,5,1.23.36,2.7,16/04/16,9,3,1400
9,10,6,ARIZONA BLIZZARD(V264),J Moreira,J Size,124,1114,12,1.09.95,3.8,08/01/17,9,3,1200
9,10,2,VOLITATION(V223),J Moreira,J Size,131,1150,12,1.22.42,2.6,05/03/17,9,3,1400
10,11,2,GLORY STAR(T336),J Moreira,C S Shum,132,1126,10,1.42.61,6.9,07/06/17,1,5,1650
10,11,13,WINNING ADVANTAGE(N359),J Moreira,A T Millard,115,1107,13,1.10.55,13,12/07/15,2,5,1200
10,11,5,LION ROCK(T264),J Moreira,J Size,125,1032,10,1.11.06,5.4,14/11/15,2,4,1200
10,11,5,MANHATTAN STRIKER(V141),J Moreira,C Fownes,130,1096,2,1.11.72,3.3,14/12/16,2,5,1200
10,11,10,LOYAL CRAFTSMAN(S354),J Moreira,D E Ferraris,121,1074,7,2.22.93,3.9,02/02/17,2,5,2200
10,11,7,NOBLE BUDDIES(T356),J Moreira,J Moore,125,1196,6,1.10.75,7.4,12/07/15,3,4,1200
10,11,7,SOLAR GAGA(T304),J Moreira,D J Hall,126,1133,13,0.57.73,11,13/03/16,3,4,1000
10,11,1,NOBLE BUDDIES(T356),J Moreira,J Moore,133,1177,12,1.12.89,5.1,10/04/16,3,5,1200
10,WV,3,IMPERIAL SEAL(T223),J Moreira,C Fownes,132,1106,,---,,08/03/17,3,4,1650
10,11,4,BOSSIEE(S405),J Moreira,D Cruz,128,1162,12,1.11.86,9.7,02/11/16,4,4,1200
10,11,1,KYNAM(P213),J Moreira,J Moore,133,1153,10,1.13.46,10,11/11/15,5,4,1200
10,11,1,BEAR-POP(S321),J Moreira,J Moore,133,1103,3,1.24.66,5.5,14/11/15,5,4,1400
10,11,3,WAH MAY FRIEND(T309),J Moreira,A S Cruz,132,1064,10,1.11.03,2.9,16/04/16,5,3,1200
10,11,9,ISTANBUL BEY(A111),J Moreira,C Fownes,116,1082,1,1.50.23,4.2,07/06/17,5,3,1800
10,11,8,NOBLE DELUXE(M063),J Moreira,C W Chang,121,1049,1,1.42.91,9.8,17/02/16,6,3,1650
10,11,6,ONE MORE WORLD(S430),J Moreira,J Moore,129,1113,5,1.22.78,2.9,12/07/15,7,4,1400
10,11,7,DRAGON HARMONY(T283),J Moreira,J Moore,123,1196,6,1.50.23,2.9,18/01/17,7,4,1800
10,11,3,APPROVE(N299),J Moreira,A S Cruz,130,1152,7,1.40.39,13,14/02/16,8,3,1650
10,11,12,CARTOON FAY FAY(N014),J Moreira,A T Millard,116,1134,12,1.42.30,36,04/05/16,8,3,1650
10,11,2,TOO FAST(S308),J Moreira,J Moore,131,1159,5,1.36.49,3,19/12/15,9,3,1600
11,UR,7,FUNNY FORTUNE(P227),J Moreira,L Ho,122,1122,8,---,2,03/02/16,1,5,1650
11,PU,2,ORACLE(N115),J Moreira,D Cruz,130,1087,2,---,2.7,27/04/16,1,5,1650
11,12,12,VIVACIOUS WINNER(V061),J Moreira,D Cruz,116,1189,8,1.51.51,2.7,01/03/17,1,5,1800
11,12,4,ARM RUNDA(V248),J Moreira,J Size,130,1168,6,1.10.92,5.9,23/10/16,2,4,1200
11,12,8,TRENDIFUL(S185),J Moreira,C W Chang,124,1148,10,1.01.34,7.9,08/03/17,2,4,1000
11,12,12,OCTAL LUCK(T205),J Moreira,A Lee,118,1242,1,1.11.50,3.8,13/09/15,3,4,1200
11,12,4,HEARTLAND(M332),J Moreira,D E Ferraris,130,1092,10,1.10.63,35,08/11/15,3,5,1200
11,12,2,FRESH AND FRESH(P407),J Moreira,P F Yiu,129,1067,11,1.46.73,6.3,11/11/15,3,5,1650
11,12,4,GRACE HEART(S399),J Moreira,C Fownes,132,973,12,1.11.86,10,04/01/17,3,4,1200
11,12,11,HELEN'S CHOICE(P185),J Moreira,K W Lui,119,1212,4,1.11.44,7.7,01/03/17,3,4,1200
11,12,5,SHADOWFAXE(P381),J Moreira,J Size,120,1180,12,1.15.34,2.7,08/07/15,4,3,1200
11,DNF,7,ADDOLE(S056),J Moreira,W Y So,127,1171,4,---,4.6,17/02/16,4,4,1650
11,12,2,TIANHUANG(T303),J Moreira,J Moore,133,1120,9,1.40.67,10,13/03/16,4,4,1650
11,12,1,ARM RUNDA(V248),J Moreira,J Size,133,1188,11,1.12.47,7.2,05/10/16,4,4,1200
11,12,8,LEOWL(S295),J Moreira,P F Yiu,127,1109,5,1.45.07,4.3,17/05/17,4,4,1650
11,12,4,PRESIDENTPARAMOUNT(S420),J Moreira,C S Shum,127,1166,4,1.13.18,7.9,02/11/16,5,3,1200
11,WV-A,7,RESPECT(T359),J Moreira,J Moore,123,1147,,---,,27/11/16,5,4,1200
11,12,2,BEAR-POP(S321),J Moreira,J Moore,132,1087,13,1.36.59,6.2,14/06/15,6,4,1600
11,12,10,WISKY(T368),J Moreira,J Size,119,1142,5,1.42.53,5.8,28/06/17,6,3,1650
11,12,10,RAGING BULL(S370),J Moreira,J Size,119,1125,10,1.21.93,6.7,19/06/16,7,3,1400
11,12,10,AEROLUMINANCE(V213),J Moreira,P O'Sullivan,119,1202,11,1.44.02,41,07/12/16,7,4,1650
11,PU,9,SO CAFFE(S258),J Moreira,C Fownes,123,1127,9,---,4.2,11/01/17,7,2,1650
11,WV-A,10,PERPETUAL TREASURE(S191),J Moreira,T P Yung,119,1149,,---,,01/03/17,8,2,1200
11,12,2,SEA JADE(V307),J Moreira,J Moore,133,1195,6,1.10.69,5.2,15/03/17,8,2,1200
11,12,5,HEALTHY LUCK(A064),J Moreira,K L Man,125,1049,6,1.11.24,3.4,28/06/17,8,3,1200
11,12,10,BEAR RAPPER(S337),J Moreira,D E Ferraris,118,1172,7,1.11.41,5.3,01/07/16,9,3,1200
11,12,10,DR LISTENING(V288),J Moreira,J Size,121,1118,11,1.22.64,1.7,01/10/16,9,3,1400
11,12,1,EASTERN EXPRESS(T192),J Moreira,J Size,133,1147,12,1.35.20,4.4,21/05/17,10,2,1600
12,13,2,ELEGANT FRAMES(N240),J Moreira,T K Ng,132,1190,5,1.11.29,2.7,06/09/15,1,5,1200
12,13,5,GIDDY GIDDY(S367),J Moreira,J Size,131,1141,2,1.01.48,6.3,31/01/16,1,5,1000
12,13,6,FRANCE VALOUR(S408),J Moreira,T P Yung,126,1148,10,2.14.75,8.6,01/01/17,1,5,2000
12,13,3,HIGH WARRIOR(S375),J Moreira,J Size,132,1111,8,1.50.20,5,27/12/15,3,4,1800
12,WV,,MODERN FORTUNE(T081),J Moreira,J Size,128,1011,,---,,16/03/16,3,4,1200
12,13,9,GENTRY(V042),J Moreira,C H Yip,124,995,14,1.11.51,8,22/05/16,3,4,1200
12,13,5,COOL AND NEAT(V087),J Moreira,D J Hall,127,1190,7,1.25.16,3.7,09/07/17,3,4,1400
12,WV,,RAPID TRIUMPH(S438),J Moreira,T P Yung,119,,,---,,09/03/16,5,4,1800
12,13,12,WINASWEWISH(T385),J Moreira,C Fownes,118,1151,11,2.06.59,5.8,20/03/16,5,4,2000
12,13,13,AH BO(P295),J Moreira,A T Millard,118,1136,8,1.23.84,12,02/04/17,6,4,1400
12,WV-A,10,BOTH LUCKY(T196),J Moreira,C Fownes,120,1120,,---,,06/07/16,9,3,1200
12,13,4,PEOPLE'S KNIGHT(T305),J Moreira,J Moore,127,1170,6,1.37.83,2.6,24/01/16,11,3,1600
12,13,11,AMAZING FEELING(V031),J Moreira,R Gibson,116,1137,3,1.24.18,1.9,31/01/16,11,3,1400
13,14,11,SOUTHERN EXPRESS(V391),J Moreira,J Size,125,1061,12,1.25.00,2.3,27/11/16,1,4,1400
13,14,9,PERPETUAL JOYANCE(V229),J Moreira,J Size,125,1121,1,1.26.64,3.7,24/04/16,2,4,1400
13,14,8,PENZANCE(A272),J Moreira,D J Hall,127,1150,7,1.26.08,8.9,18/06/17,3,4,1400
13,14,10,SMILING GLORY(V231),J Moreira,K L Man,126,1169,13,1.11.47,5.5,01/05/16,6,4,1200
13,UR,3,RED MARVEL(T417),J Moreira,J Size,131,1063,3,---,31,18/10/15,7,3,1000
13,14,6,LUCKY CELEBRITY(S392),J Moreira,W Y So,123,1045,12,0.58.45,2.3,06/12/15,8,3,1000
13,WV,5,SAVVY NATURE(T127),J Moreira,J Moore,129,1245,,---,,18/10/15,10,2,1800
14,WV,,PENANG HALL(T062),J Moreira,D J Hall,133,,,---,,14/06/15,3,4,1200
14,WV,,INFINITY ENDEAVOUR(A030),J Moreira,J Size,126,,,---,,22/01/17,5,4,1400
14,WV,,EASY HEDGE(T409),J Moreira,J Size,117,1075,,---,,06/03/16,10,3,1800
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
